User,Date Created,Tweets
AppleSupport,2023-03-14 22:43:58+00:00,"@Arpita0506 Hi, thanks for reaching out to us about your iPhone camera. We are happy to assist. To turn off auto enhance go to the photo, tap Edit &gt; Revert &gt; Revert to Original. Let us know if you have any questions. https://t.co/GDrqU22YpT"
AppleSupport,2023-03-14 22:42:13+00:00,"@BonAbattoir We’re happy to help out. It sounds like you might’ve done some troubleshooting already. Did you cover all of the steps in this link? https://t.co/LhghBw4rLN 

Check that out to make sure you’ve tried all of that, and DM us if you need further help: https://t.co/GDrqU22YpT"
AppleSupport,2023-03-14 22:39:43+00:00,@pawan154 Thanks for taking the time to reach out. We’re happy to share a link that you can use if you’d ever like to submit a suggestion or feedback. Check it out here: https://t.co/eTPVYVFyd8
AppleSupport,2023-03-14 22:38:43+00:00,@abhishekrvindra We’d be happy to provide more details. The content would need to be available in your new country or region in order to access it after making that change: https://t.co/EP6FgoQDAI If you have further concerns let us know in DM. We’ll go from there. https://t.co/GDrqU22YpT
aaknabalebroale,2023-03-14 22:38:36+00:00,@applesupport #screenrecord #appletv #AppleTVPlus 4 episodes are missing from my purchase. https://t.co/cHvBuF01hU
CosmicBeing89,2023-03-14 22:36:17+00:00,@AppleSupport why did my current iPhone’s iCloud account change to my old iPad’s iCloud account by itself!?!? This is so annoying
agreen,2023-03-14 22:34:12+00:00,"@analoguepilot @ChrisContiPhoto @Apple @AppleSupport @MyRadarWX Lemme know if you ever have issues/wishlists for the app, I'd be happy to help!"
AppleSupport,2023-03-14 22:33:42+00:00,@SSGSentinel Thanks for keeping us in the loop. You can also reach out for further assistance using the following link: https://t.co/IBIY3vMgPj
AhmedEAbdulaziz,2023-03-14 22:32:17+00:00,@AppleSupport i wish u can add a keyboard at apple watch se series❤️!!
RyTriGuy,2023-03-14 22:31:31+00:00,@Altotus @AppleSupport Likewise.
Altotus,2023-03-14 22:30:41+00:00,"@RyTriGuy @AppleSupport I teach with mine - sometimes as much as 8 hours a day of writing between tutoring, HS, and CC on my longest days - so I realized the ease was just worth it."
AppleSupport,2023-03-14 22:29:12+00:00,@trudy_dana We assure you we'll get you pointed in the right direction for further information on this situation. Please send us a DM and let ask now if this was a subscription charge or something else. We’ll meet you there to move the conversation forward. https://t.co/GDrqU22YpT
JeffChausse,2023-03-14 22:28:39+00:00,"Just learned that kids can tap “One More Minute” repeatedly, forever, when their iPhone is locked down via Screen Time. 

Does anyone working on Screen Time actually have kids? Fix this, @AppleSupport."
aaknabalebroale,2023-03-14 22:26:50+00:00,"@AppleSupport @applesupport you don't need to #understand the #audio i am sure it is easy to count to 12; 1,2,4,5,6,9,10,12 i am missing 3, 7, 8 and 11 you don’t need to understand the audio to see the #discrepancy in #numbers."
RyTriGuy,2023-03-14 22:25:07+00:00,"@Altotus @AppleSupport It really is… I spent about 30 minutes looking at pencil knockoffs on Amazon, but knew they wouldn’t “just work” the way it does… 🤦🏻‍♂️ #admittedfanboi"
AppleSupport,2023-03-14 22:24:57+00:00,"@paziente0zero Hi, thanks for reaching out to us. We are happy to look into this with you. The following link has steps that can help resolve this issue:  https://t.co/IL9gKNRQv0  Please meet us in DM so we can gather some information to help us determine how to proceed. https://t.co/GDrqU22YpT"
pawan154,2023-03-14 22:24:37+00:00,"No exposure notifications, No Apple Pay, No apple store in India. Can you do something about this? @AppleSupport"
aserkin,2023-03-14 22:22:16+00:00,@RyTriGuy @AppleSupport Ummm.  Applecare.  My dog ate my pencil
Arpita0506,2023-03-14 22:21:41+00:00,"@Apple @AppleSupport @Im_iPhone14 @AppStore @iPhoneTeam I badly hating my iPhone 14 pro max because of this auto enhance feature. Photos automatically getting sharpened and edited, Overly sharp, overly contrasted, desaturated, grainy, etc. The photos look awful. FIX IT PLEASE"
vancityOz,2023-03-14 22:21:14+00:00,"Hey @AppleSupport, my AirPods Pro 2 is draining its own battery like crazy because of the constant connection to the iPhone due to Find My feature. Why promise extended battery life when it can't even outlast its predecessor? Please fix this ASAP! #AirPodsPro2 #BatteryDrain…"
Altotus,2023-03-14 22:20:07+00:00,"@RyTriGuy @AppleSupport Ouch. I lost one through a hole in a backpack that I didn’t quite fix well enough. I bought a knockoff to try and be cheap, but eventually I had to buy a new one because it’s such a better product."
AppleSupport,2023-03-14 22:19:56+00:00,"@patheticgaymp3 Hi there, and thanks for reaching out. We’d like to see how we can help with your Apple device. Send us a DM and let us know which device you’re experiencing an issue with and your current software version. https://t.co/GDrqU22YpT"
yumemitsuki_3,2023-03-14 22:19:35+00:00,"FUCK APPLE

iPhone14Pro is a piece of junk.

 #iPhone14Proはゴミ
https://t.co/cHAFltLhsM
https://t.co/1p9eP0HDLV
@tim_cook
@AppStore
@AppleNews
@AppleSupport https://t.co/Ih7Ahqql5g"
RyTriGuy,2023-03-14 22:19:08+00:00,@Altotus @AppleSupport It was a Pencil. 😭
LaQuintaSvolta,2023-03-14 22:18:09+00:00,"Dear @Apple @AppleSupport @tim_cook 

It’s been 5 years since the last update for the iTunes Movie Trailers app.

Are you going to update it anytime soon or are we waiting for the world to tip over? 🤷🏻‍♂️🤦🏻‍♂️"
abhishekrvindra,2023-03-14 22:17:27+00:00,"@AppleSupport If I’m changing regions as I’ve moved from India to the UK, will my existing library and playlists in Apple Music India go away if I cancel my Apple Music India subscription in order to change my region to the UK and then re-subscribe?"
Altotus,2023-03-14 22:17:10+00:00,"@RyTriGuy @AppleSupport I hope it was a stylus, not an Apple Pencil, that’s an expensive mistake!"
spalkeen,2023-03-14 22:16:06+00:00,"@AppleSupport MAKE and IPHONE that is also a digital wallet. Combo would be useful a phone, wallet, camera, all in one"
CharmCityAdam,2023-03-14 22:13:35+00:00,"How are we in 2023 and autocorrect is still godawful and stupid? 

@Apple @AppleSupport"
RyTriGuy,2023-03-14 22:12:38+00:00,"When your puppy decides the iPad keyboard and stylus are good chew toys… but then is so damned cute, you can’t be mad. 🥹🐾❤️ #puppylife #astrodogs #tycho @AppleSupport #thekeyboardstillworks! https://t.co/BMDoj6J5Cs"
PickeringBrunel,2023-03-14 22:12:09+00:00,Why hide Me in MacOS? My Mac Mini does not have a webcam or microphone. Who is changing My face or using My name? @apple @AppleSupport @FBI @CIA @Elysee ...
AppleSupport,2023-03-14 22:09:11+00:00,"@_1Steff It sounds like you’re seeing numbers in Messages instead of your contact names, and we can help.

Try restarting your device. That’s a great starting point and could clear things up.

If the issue persists, DM us and let us know the device and software version you use: https://t.co/GDrqU22YpT"
AppleSupport,2023-03-14 22:08:55+00:00,@GuiAly We’re here for you. Send us a DM using the link below and tell us more about the exact problem you’re having with FaceTime. Be sure to let us know what device and software version you’re using. We look forward to hearing from you. https://t.co/GDrqU22YpT
BruceQBurke,2023-03-14 22:00:08+00:00,"One month later &amp; this is what I get from my @AppleSupport senior advisor about my OG HomePods that won’t configure with the Home app. They setup, but won’t configure, so can’t use them.

This is ridiculous, this is a trillion dollar company, there’s no reason for this @tim_cook. https://t.co/3mX30hQxqF"
AppleSupport,2023-03-14 21:58:55+00:00,"@JayEL0914 We appreciate you reaching out to us about this, and we’d be happy to see how we can help.  Let’s try a reset, here is how: https://t.co/bHKySjdt6W A reset can help with audio, power and other issues. If you need more help meet us in DM and we’ll wok from there https://t.co/GDrqU22YpT"
AppleSupport,2023-03-14 21:55:39+00:00,"@JonathanRand13 Staying connected with family and friends is important, so we’re glad you tagged to let us know. To look into this, DM to let us know which device you’re using and which software version is installed. We’ll meet you there to continue. https://t.co/GDrqU22YpT"
wonlove,2023-03-14 21:53:05+00:00,"heh @AppleSupport if you're taking requests, you can probably tune down the familiarity dial by 10% https://t.co/t3tgHG5e1C"
AppleSupport,2023-03-14 21:50:54+00:00,"@kyleh6180 If you’re not able to reach an Apple ID specialist using the link, we recommend calling directly. Here’s a link with our phone support numbers, by region: https://t.co/7sZJAkpB4k

Meet us in DM with additional questions. We’re happy to help how we can. https://t.co/GDrqU22YpT"
AppleSupport,2023-03-14 21:43:23+00:00,@mrphs Thank you for reaching out. We’d like to help. Get back to us in DM using the link below.  Once in DM let us know what device you’re using and the current software version installed. Those details will help us with our next steps. https://t.co/GDrqU22YpT
SSGSentinel,2023-03-14 21:38:20+00:00,@AppleSupport I'm unable to send you a DM.
AppleSupport,2023-03-14 21:36:10+00:00,"@a1suhaibani That’s a great question, and we’re happy to provide some info. While you can’t cancel a pending transaction, you can request a refund after it processes: https://t.co/zwr5EMckE3

For other billing questions reach us here: https://t.co/NpQJidgpDA https://t.co/GDrqU22YpT"
ranasandeep_in,2023-03-14 21:35:54+00:00,@AppleSupport one #airpodspro not charging? https://t.co/ffRyS7N9HJ
GuiAly,2023-03-14 21:34:13+00:00,@AppleSupport can someone fix FaceTime please?!
AppleSupport,2023-03-14 21:33:23+00:00,"@SSGSentinel We want to help look into this with you. Meet us in DM and let us know which model device we’re working with, as well as what software version it is currently running. We’ll do our best to assist from there. https://t.co/GDrqU22YpT"
AppleSupport,2023-03-14 21:33:07+00:00,"@amy_lightbody Thanks for reaching out to us. We’d love to help. Please meet us in DM, so we can get more information about this issue. Once in DM let us know what device you’re using and the current software version installed. Those details will help us with our next steps. https://t.co/GDrqU22YpT"
AppleSupport,2023-03-14 21:31:09+00:00,"@Dolthack We want to help look into this with you. Have you tried resetting your AirPods? If not, give it a try following the steps here: https://t.co/bHKySjdt6W Resets are great for clearing out unexpected behaviors. Meet us in DM and let us know how that goes. https://t.co/GDrqU22YpT"
_1Steff,2023-03-14 21:27:24+00:00,I click my msgs &amp; out of nowhere numbers are unsaved… @AppleSupport
AppleSupport,2023-03-14 21:25:07+00:00,"@emory_f8 Got it. To investigate this issue further, please meet us in DM and we’ll continue working from there. https://t.co/GDrqU22YpT"
DJMrPolo,2023-03-14 21:23:56+00:00,😡 @AppleSupport need to hurry up and reset my Apple ID
edonjkp,2023-03-14 21:18:29+00:00,"I miss Jony Ive.

@Apple @AppleSupport https://t.co/ydWle1ujcc"
a1suhaibani,2023-03-14 21:13:00+00:00,"@AppleSupport Dear apple team,how i cancel a pending purchase in App Store?"
itsjoshvzq,2023-03-14 21:12:19+00:00,Helped a lady today at work set up her Apple Pay &amp; her Apple Watch.  @AppleSupport hire me ily. ❤️
Dolthack,2023-03-14 21:06:14+00:00,@AppleSupport I’ve noticed that the case for my AirPods Pro 2nd Gen is losing 25% battery over a 1 day period even when the  AirPods are in the case and not in use.
kyleh6180,2023-03-14 21:03:57+00:00,@AppleSupport We both know this is bullshit. The site does not provide any resolution. It asks to very information. There is even a section to reset security questions but after logging in with Apple ID it is actually to reset the Apple ID password. I want a valid link to reset the questions.
AppleSupport,2023-03-14 21:02:20+00:00,@Michael88671072 We’re happy to help. Send us a DM and let us know what version of iOS you’re running. We will work together there towards a resolution. https://t.co/GDrqU22YpT
Matt_OD_,2023-03-14 21:00:57+00:00,@Apple @AppleSupport whatever you did with the  “talk to text” function in the most recent update is a very irritating failure that can only be described as designed obsolescence manifested. Made up comma splices and misspelled words all over the place. Do better
analoguepilot,2023-03-14 20:49:57+00:00,@ChrisContiPhoto @Apple @AppleSupport absolutely love @MyRadarWX - a brilliant app that replaced dark sky for me back when i started flying drones cus I got better weather/wind/humidity/radar etc from it.
Thomas_Dawsey,2023-03-14 20:37:12+00:00,"@AppleSupport it is annoying how deleted texts are not recognized across devices. So many spam texts get sent out these days and I have to delete them on my iPhone, MacBook, iPad, and Apple Watch individually. Is there a fix for this?"
AppleSupport,2023-03-14 20:35:33+00:00,"@Rohmangoddess We’re happy to help. You can configure your Focus settings to use the Sleep Focus or create specific times for Don Not Disturb to turn on and off. This article shows you how: https://t.co/FLzcVdt4BQ 
 https://t.co/2LSC0vQr7i  Please DM us if needed. https://t.co/GDrqU22YpT"
therotisserieco,2023-03-14 20:27:48+00:00,Yet another non delivery from DPD. Waiting for my new Apple ipad @Apple @AppleSupport They are THE worst courier company. They’ve lied about trying to deliver (they always do). Why does any company use them? #dpd
Rohmangoddess,2023-03-14 20:26:29+00:00,@AppleSupport would be nice if I could just turn off dnd and leave my nighttime schedule in tact like it was—I am now on dnd 24 hours per day !!! And have to hunt for email and texts thanks for pain in my ass
AppleSupport,2023-03-14 20:25:03+00:00,@Ah_medAlq We’ve received your DM.  Check for our reply there.
AppleSupport,2023-03-14 20:23:32+00:00,"@Victoria_1818 Thanks for following up. If you need additional assistance, feel free to DM us and let us know which steps you’ve taken so far. We’ll meet you there. https://t.co/GDrqU22YpT"
aniketmeshram07,2023-03-14 20:19:41+00:00,"@AppleSupport Faulty piece submitted to unicorn Baner (411045)  for debugging and analysis on 28th Jan 2023... It's been over 40 days now...issue not fixed, analysis not know, ETA not know.
Case No :- 101925484634"
AppleSupport,2023-03-14 20:19:16+00:00,"@alxmlv We want to help with your iPhone and iCloud. Try the steps in this resource which are geared towards your issue: https://t.co/FqPMz5jS5N 

Send us a DM if you still need help, so we can work together on a solution. https://t.co/GDrqU22YpT"
AppleSupport,2023-03-14 20:17:18+00:00,"@Aarxnjxyy_ We’re happy to assist with Apple service and device support, or refer you to the best place to receive the help you need. Meet us in DM and let us know what’s going on, and which product or service is affected, and we’ll go from there. https://t.co/GDrqU22YpT"
Unpack08,2023-03-14 20:14:08+00:00,@AppleSupport Great
Victoria_1818,2023-03-14 20:11:28+00:00,@AppleSupport update: that was useless
alxmlv,2023-03-14 20:10:08+00:00,This is not normal. Is there a way to limit how much space iCloud uses on the phone? @AppleSupport https://t.co/6GUiRS5gny
thatbrittgirl_,2023-03-14 20:04:57+00:00,@LadyKornflakes @AppleSupport Yea it’s prolly your mic
ObanlaTemilade,2023-03-14 20:03:41+00:00,"How can we successfully backup our files on iPhone when @Apple has refused to create a seamless payment process for those of us residing in developing countries?! 

Very shambolic @AppleSupport"
miss_surrey,2023-03-14 20:02:40+00:00,"@AppleSupport So you want us to get yet another email address - which will never be used &amp; not been needed for anything 🍎 based before - just to share app info? I’ve been using 🍎 for 10 years, him since 2nd 📱! Why do we *now* need to get one? That’s stupid! Thanks anyway, but won’t bother"
LadyKornflakes,2023-03-14 19:58:05+00:00,@thatbrittgirl_ @AppleSupport Oh ya that I’ve tried &amp; it records but it’s SUPER muffled on playback. Took my case off incase that was blocking something. Maybe I have sand in the mic idk… https://t.co/Sj55Mgndnl
thatbrittgirl_,2023-03-14 19:55:59+00:00,"@LadyKornflakes That’s to do talk to text… click on the audio lines underneath that for voice notes 

@AppleSupport I expect a check in the mail"
Victoria_1818,2023-03-14 19:54:36+00:00,@AppleSupport Messaging on chat support. Thank you
LadyKornflakes,2023-03-14 19:54:31+00:00,"@thatbrittgirl_ I click the right hand icon and it vibrates but comes up with an X and never lets me record. It used to work and I loved using that feature. Sorry, I know you’re not @AppleSupport 😂 https://t.co/zd5IyfEFkg"
AppleSupport,2023-03-15 23:56:00+00:00,"@Lashaeeee____ Thanks for reaching out. Let’s investigate this together. To make sure we’re on the same page, did your device restart while your battery percentage was at 73%? Or when it powered back on it was at 73% and that’s unexpected? Let us know in DM. We’ll go from there. https://t.co/GDrqU22YpT"
TheBrennanCo,2023-03-15 23:55:20+00:00,@Apple @AppleSupport why doesn’t the watch have a flashlight? And if it does have one how do I use it?
DexterHerr,2023-03-15 23:49:02+00:00,"@AppleSupport, how do I reset a password in a reasonable manner if someone on my team reset a password and didn't update out password manager? The 27 day reset is unreasonable after we verified ownership of both the email and phone number."
WakeProfessorUp,2023-03-15 23:44:24+00:00,"@AppleSupport I don't understand why there is no one photo but it takes 1.5G storage. Restarting will not fix it. It seems that writing data will occupy the ROM, but the ROM will not be freed after deleting the data. https://t.co/sElQPlgvd2"
AshleyMilligan,2023-03-15 23:31:38+00:00,@AppleSupport I just got the pro max and the red alert for setting up emergency won’t go away. I have the health app so don’t know what else to do!
Critofur,2023-03-15 23:29:18+00:00,"@AppleSupport 

It's absolutely 100% INSANE that it's even LEGAL to block users from having root access on devices they OWN.

Your executives should be in PRISON for this.

It's 100% BS, heinous, outright ridiculous:
#Shame #Apple #JailBreak #right2root
https://t.co/WDl1CAs322"
Lashaeeee____,2023-03-15 23:28:10+00:00,@AppleSupport why did my phone just restart itself on 73%?
AppleSupport,2023-03-15 23:25:12+00:00,"@the905arts Thanks for tagging Apple Support on Twitter.

Send us a DM and tell us which device you’re using and which version of iOS you’re running, and we’ll meet you in DM to help you. https://t.co/GDrqU22YpT"
AppleSupport,2023-03-15 23:23:57+00:00,"@itsaloserthing Thanks for reaching out. We’re happy to assist. There’s no way to remove the Dynamic Island. That’s a software design used to hide the camera and proximity sensor cutouts, and to display notifications. https://t.co/rLMgqBHFO4 

DM us additional questions: https://t.co/GDrqU22YpT"
angelthesequel,2023-03-15 23:21:29+00:00,@imtashanottosha @AppleSupport anything we can do to fix this??
AppleSupport,2023-03-15 23:20:42+00:00,"@cridley66 Welcome to Apple Music! We hope you enjoy all your favorites! Here’s a great guide to help you get started: https://t.co/nzEGSRCtFO 

DM us if you need more help! https://t.co/GDrqU22YpT"
AppleSupport,2023-03-15 23:16:26+00:00,"@BradEwing We’ll help as best we can! Please be sure to review the following article for details on the account recovery process: https://t.co/HHED9aXMsX

Be sure to review the section “After you start account recovery” to avoid delays.

Meet us in DM for more help. https://t.co/GDrqU22YpT"
AppleSupport,2023-03-15 23:07:13+00:00,"@Lovelyxxlisa Thanks for reaching out. We want to look into this with you. Meet us in DM, and we’ll gather some details so we can get you on the best path to resolution https://t.co/GDrqU22YpT"
itsaloserthing,2023-03-15 23:05:23+00:00,Anyone know how to remove this music bar thing at the top of the Home Screen on IOS 16.2? @AppleSupport https://t.co/4YUJnLkXQ9
cridley66,2023-03-15 23:04:53+00:00,"Ok @AppleSupport @Apple @AppleMusic I'm on a 6 months subscription of @AppleMusic   What tips and tricks do you have for me? Keep in mind, I'm a #newuser"
alijaafar30,2023-03-15 23:03:53+00:00,@AppleSupport So fuck my 30 dollars?
AppleSupport,2023-03-15 23:03:41+00:00,@elons2srockets Thanks for reaching out. We’d be happy to assist today. Send us a DM and let us know what type of device you need help with to get started. https://t.co/GDrqU22YpT
Lovelyxxlisa,2023-03-15 23:02:24+00:00,I do have to say that @fitbit watch bands have never &amp; I mean NEVER have ever given me a rash from the bands! @AppleSupport what the actual fuck!!!!heres the picture for fucking reference!🤬🤬 https://t.co/UzNFFxbfWg
Lovelyxxlisa,2023-03-15 23:00:33+00:00,Now I can’t wear my Apple Watch until my fucking rash goes away! Way to go @AppleSupport get your fucking shit together! You say contact you &amp; you will start a case… umm that doesn’t go anywhere! You say that but literally do fucking nothing!! Wtf!? 🤬🤬🤬🤬
AppleSupport,2023-03-15 22:59:25+00:00,"@VerneciaAmia Hey there. We’d like to help out so you don’t miss any important calls.

To help with call issues, try working through the steps here: https://t.co/ksL9M5AC2N 

If this persists, feel free to meet us in DM and we’ll partner together with you there. https://t.co/GDrqU22YpT"
Lovelyxxlisa,2023-03-15 22:58:48+00:00,"Guess what gave me this rash.., just guess!? Yup, my fucking apple watch band! This happened &amp; I only wear it to bed! I clean it every time I wear it &amp; for as much as I paid for this why is this products from @AppleSupport doing to peoples skin! This is fucking bullshit!🤬🤬 https://t.co/dPvB253BVr"
AppleSupport,2023-03-15 22:58:10+00:00,@amandahenry546 You’re welcome! Feel free to send us a DM if you need more assistance. https://t.co/GDrqU22YpT
AppleSupport,2023-03-15 22:51:40+00:00,"@JessicaJKrys We’d like to learn more about what’s happening to help out. It sounds like you already checked Settings &gt; Privacy &amp; Security &gt; Contacts, correct? If so, DM us and let us know your iPhone model and iOS version so we can get started: https://t.co/GDrqU22YpT"
AppleSupport,2023-03-15 22:51:24+00:00,"@bbbottompinoy Hi there! We’re happy to assist. Which apps are you using when you notice the lag? Also, which iPhone model and iOS version are you using? DM us with those details and we’ll start there: https://t.co/GDrqU22YpT"
AppleSupport,2023-03-15 22:49:40+00:00,@Hal_RTFLC We’d like to see how we can help! Send us a DM using the link below and we’ll look into this issue together there. https://t.co/GDrqU22YpT
amandahenry546,2023-03-15 22:45:48+00:00,@AppleSupport Ok I will try that thank you!
AppleSupport,2023-03-15 22:45:24+00:00,@Ozziepez88 Please meet us in DM so we can gather more details and assist you there. Let us know the device you are using and software version installed (Settings &gt; General &gt; About). https://t.co/GDrqU22YpT
AppleSupport,2023-03-15 22:44:24+00:00,"@alijaafar30 Hello, we’ll help as best we can! 

You’ll need to be in the same country where the gift card was purchased. This is described in this article: https://t.co/Vdmz8wJGto

DM us if you have additional questions. https://t.co/GDrqU22YpT"
AppleSupport,2023-03-15 22:40:24+00:00,"@LinuxSeb We’re happy to help with your question about the Significant Locations in your privacy settings. While you’ll see a total number of records there, there’s not a way to view more detailed information. You can always send feedback with this link: https://t.co/eTPVYVFyd8"
LiberalJaxx,2023-03-15 22:36:23+00:00,Wtf is that Musk Rat doing now? Opening us up for being hacked? Trying to force us to pay 8 bucks a month to have security that every single app offers? How is @Apple @AppleSupport allowing Musk to place users at risk? Twitter should be pulled from @Apple . That pos is 🗑️. https://t.co/GRNwKl1vXm
AppleSupport,2023-03-15 22:34:08+00:00,"@denorx_ Hi. If you’re having issue with your AirPods Pro and bass is not increasing when changing equalizer settings, we’d like to help. 
Meet us in DM, and let us know which device you’re using your AirPods with and the OS version.
We’ll continue assisting from there. 
Thanks! https://t.co/GDrqU22YpT"
Ozziepez88,2023-03-15 22:30:57+00:00,@AppleSupport I know how to turn it on and off as I’ve had to do it on Multiple occasions now.
airbrushmatt,2023-03-15 22:24:42+00:00,@AppleSupport Shame you didn't spend more time helping customers with there accounts instead of a 24hr wait
alijaafar30,2023-03-15 22:18:58+00:00,"@AppleSupport hello I would like to change my apple store region to the united states to reedem a giftcard I bought online, I currently dont live there and I have a 8 digit phone number from colombia what should I do?"
Vinicius_NYC,2023-03-15 22:18:27+00:00,"@AppleSupport come on Apple I thought iPhone screens aren’t supposed to scratch, mine have a lot of little scratches 🤷🏻‍♂️ superficial ones."
AppleSupport,2023-03-15 22:17:22+00:00,"@akastsh Hi there. We are happy to help. For more information about technical specifications of the AirPods Pro 2nd generation, follow this link: https://t.co/wHmbcnPR8j Join us in DM if you have further questions. https://t.co/GDrqU22YpT"
_lio_am,2023-03-15 22:10:38+00:00,@mevaitri @Apple @AppleSupport Good question
AppleSupport,2023-03-15 22:10:36+00:00,"@igotaheadache05 Hi there. We are happy to help. Can you please reply to us in DM with your device’s model and software version,  and what’s going on with your device’s exactly? This will help us determine how to proceed. https://t.co/GDrqU22YpT"
Boprah_Winfrey,2023-03-15 22:01:36+00:00,"Also, @Apple @AppleSupport can we PLEASE get scheduled texts? I would love to be able to write a text and schedule it to be delivered at the time of my choice."
AppleSupport,2023-03-15 21:56:35+00:00,"@NeilMcGinnity Hi there. We’d like to learn more to see how we can help. Which device do you have and which software version is it running? Is it still not charging when using a different cable and adapter? DM us with details, and we’ll take a closer look from there: https://t.co/GDrqU22YpT"
AppleSupport,2023-03-15 21:56:06+00:00,"@amandahenry546 Thanks for reaching out to us. We’d like to help. If you’re having audio issues with your AirPods, you can try resetting them, here is how: https://t.co/bHKySjdt6W A reset can help with audio, power and other issues. If you need more help, meet us in DM. https://t.co/GDrqU22YpT"
Richardpwadams,2023-03-15 21:51:33+00:00,@AppleSupport  @googlenesthelp when will I be able add a Google Nest Mini to Apple home app using matter?
AppleSupport,2023-03-15 21:48:35+00:00,"@mxchaelmcintyre We’re happy to help and to get you pointed in the right direction. If this is related to a sales order, please contact our Online Store here. https://t.co/8yjRd1Xo0i If you need more help meet us in DM. https://t.co/GDrqU22YpT"
anna_alysia,2023-03-15 21:46:01+00:00,@Apple @AppleSupport somehow my Apple iPhone 12 is deminished battery today with it being charged last night no usage today until just now 12 minutes
dottles,2023-03-15 21:44:33+00:00,"@AppleSupport Thanks, would the decline issue still apply when it is purely for my iCloud and not any other purchases? I have a feeling it is because Dutch banks issue maestro not visa or Mastercard. I will ask Apple Pay"
JulianoSmiley,2023-03-15 21:43:21+00:00,@jrush2906 @jennaezarik @AppleSupport @ijustine That’s intense 😱😱😱
mxchaelmcintyre,2023-03-15 21:37:34+00:00,@Parker_FX @Apple @AppleSupport Thanks
Parker_FX,2023-03-15 21:36:39+00:00,@mxchaelmcintyre @Apple @AppleSupport Get shit on nerd 👁👁👄
SaadPlayz18,2023-03-15 21:35:57+00:00,"@Reach2ArhAAn @AppleSupport @Apple @tech_burner Seems like you didn’t get up on latest news on tech side. Actually it is iOS fault, not your iPhone13. If you don’t know, well, when iOS16 was released, suddenly a lot users (including iPhone14Pros too) started complaining how buggy iOS16 is. A lot of memes &amp; criticisms were made"
NeilMcGinnity,2023-03-15 21:33:22+00:00,@AppleSupport my battery percentage isn’t increasing when plugged in to charge
AppleSupport,2023-03-15 21:31:48+00:00,"@Chaska_07 Thanks for tagging us! The one-year warranty doesn’t cover lost AirPods, but we’ll be happy to lend a hand with getting them replaced.

Use the link below to DM us, and we’ll get started there. https://t.co/GDrqU23wfr"
killabit,2023-03-15 21:31:45+00:00,@KarateWithaZ @Brianaverse @Apple @AppleSupport Check out the site and when you’re ready just hit me up and i’ll make the introduction
Shawntwilson_,2023-03-15 21:31:32+00:00,@jrush2906 @jennaezarik @AppleSupport @ijustine If you had it tight enough to draw blood how did it not completely cut off circulation to your wrist?
mithareraghav,2023-03-15 21:30:03+00:00,"@Apple you make great products but you also have equally great @AppleSupport .
Thanks for helping with my #MacBookPro 🙏 that too on a weekend!!!"
Stoked4Good,2023-03-15 21:29:35+00:00,"When the rivalry between @Google &amp; @Apple has gone too far. Messaging technology is failing us - and it's painfully sad. Do better, you corporate behemoths! 🙄

@MadeByGoogle @AppleSupport 

I have a Google Pixel 7 and she has an iPhone. WTF..

#GoogleMessages #iMessage #Texting https://t.co/4hMzp46I0U"
AppleSupport,2023-03-15 21:28:35+00:00,"@dottles We can help. Try these steps to see if they resolve the issue for you: https://t.co/xRbJNZ5pEa 

If you need more help, reach out to our Apple Pay support team since they’re best-equipped to provide guidance: https://t.co/FIk35QzGe4"
Melchi_banza,2023-03-15 21:27:25+00:00,@AppleSupport apple doesn’t allow to record apple music audio for some reason.
AppleSupport,2023-03-15 21:25:48+00:00,"@SeanCramer02 Thanks for reaching out to us. We’d like to help.  To look more into this matter, please meet us in DM and we’ll continue working from there. Once in DM, let us know what device you’re using to continue? https://t.co/GDrqU22YpT"
jennaezarik,2023-03-15 21:22:36+00:00,@jrush2906 @AppleSupport @ijustine WHAT
AppleSupport,2023-03-15 21:19:23+00:00,@Melchi_banza We’re happy to help. We offer support via Twitter in English to get support in your prefer language use this link: https://t.co/IBIY3vMOER  or visit our Apple Communities here: https://t.co/PgJnUuzz3x
AppleSupport,2023-03-15 21:13:02+00:00,@macarasimone Thanks for contacting us. We want to help. Send us a DM and let us know which model of AirPods you’re using and which device you primarily pair them with and we’ll work with you from there. https://t.co/GDrqU23wfr
AppleSupport,2023-03-15 21:12:47+00:00,"@gano314159 If you’re having issues with your AirPods, we’re happy to help. Please meet us in DM and provide us more details about the issue you’re experiencing with your AirPods. The information you provide will help us determine which steps to start with. https://t.co/GDrqU22YpT"
dottles,2023-03-15 21:12:33+00:00,"@AppleSupport hi, I have changed countries and updated my payment options. I was told payment failed for my iCloud today but I can’t see why as it is Apple Pay. Please advise as I need the storage! I’m in Netherlands so there’s no visa/Mastercard debit option"
SeanCramer02,2023-03-15 21:11:11+00:00,@AppleMusic @AppleSupport @Apple why are you changing all of my downloaded music from Explicit to the clean version???
AppleSupport,2023-03-15 21:10:46+00:00,"@soapjunkie67 Sure thing. If you need anything in the future, feel free to reach back out to us."
zeenodaysoff,2023-03-15 21:05:29+00:00,You send you Mac to @AppleSupport for a hardware problem and they will still find a reason to wipe your whole laptop out. You lot are annoying. @Apple
soapjunkie67,2023-03-15 21:01:29+00:00,@AppleSupport Thank you!
